capacity_mw,latitude,longitude,primary_fuel,generation_gwh_2016,State
5.2,43.405,-95.7261,Oil,0.1029,IA
5.1,41.1456,-102.9778,Gas,0.006,NE
13.5,40.2792,-84.191,Oil,0.107,OH
192,31.088,-91.6189,Hydro,1103.023,LA
4,47.7172,-104.1356,Coal,9.883,MT
4.2,39.7242,-121.8153,Gas,9.632,CA
18,46.9728,-123.7739,Waste,118.696,WA
28,48.4481,-122.4331,Waste,172.281,WA
20,40.8767,-121.7016,Waste,91.026,CA
19.2,38.9032,-121.3097,Waste,81.427,CA
27.5,39.9412,-120.9092,Waste,110.846,CA
7.5,37.9664,-120.3178,Waste,28.438,CA
20,34.7036,-118.3342,Solar,44.723,CA
64,43.8508,-82.7836,Wind,243.039,MI
5,35.6122,-81.2433,Solar,9.799,NC
80,33.8625,-98.5894,Gas,4.122,TX
5.7,33.8112,-118.1756,Gas,0,CA
261,36.8791,-89.6209,Coal,1534.981027,MO
146.4,25.9131,-97.5214,Gas,0,TX
5,35.7474,-79.4497,Solar,0.277,NC
1.2,37.5426,-122.2311,Biomass,5.924,CA
131.6,47.2866,-91.2605,Coal,317.726,MN
1,32.7139,-108.2481,Solar,0.767,NM
250.5,31.6004,-89.9468,Gas,97.682,MS
2.2,43.8986,-73.0531,Hydro,4.137,VT
1.7,40.4948,-74.3995,Solar,2.502,NJ
1.8,42.4525,-73.2403,Solar,2.092,MA
42,41.1297,-105.024,Wind,129.793,WY
60,32.3386,-98.4761,Wind,173.901,TX
52,35.7931,-115.3503,Solar,117.546,NV
250,35.63,-115.32,Solar,558.588,NV
664.7,36.4078,-114.9606,Gas,2704.702,NV
2.5,40.4509,-74.7171,Solar,0.536,NJ
2.1,55.3814,-131.5178,Hydro,13.207,AK
623,30.1456,-97.2708,Gas,402.187,TX
30,33.6781,-83.6758,Solar,60.999,GA
1.8,42.5678,-71.7739,Gas,9.418,MA
5,36.3064,-76.9972,Solar,4.437,NC
15.9,42.9084,-112.5294,Cogeneration,0,ID
11.5,41.5417,-109.1328,Other,71.11264,WY
45,33.1403,-83.2028,Hydro,86.885,GA
6.7,41.7795,-107.1097,Gas,12.47151,WY
1099.4,38.9155,-90.2902,Coal,0,IL
4.4,32.7792,-114.6344,Hydro,17.242,AZ
5.4,44.033,-121.3297,Hydro,21.526,OR
3,44.6856,-75.0029,Hydro,11.278,NY
2.1,37.0568,-119.8997,Hydro,3.828,CA
1086.1,43.495,-76.4511,Gas,4748.2519,NY
24,42.7926,-86.1036,Oil,-0.133,MI
4.4,59.4545,-135.3131,Oil,2.781,AK
16.8,43.5708,-70.5583,Hydro,92.901,ME
2,43.0937,-73.8113,Solar,2.776,NY
2.7,40.5744,-74.6481,Solar,2.95119,NJ
1,46.7844,-122.7197,Hydro,4.451,WA
51,29.5503,-96.5378,Gas,33.717,TX
76.9,35.2608,-118.2469,Wind,136.626,CA
1.6,41.29,-94.485,Wind,6.352,IA
4,40.5779,-104.8948,Solar,9.096,CO
6.4,32.5397,-96.6653,Waste,47.661,TX
4.2,40.9769,-122.4563,Hydro,10.643,CA
150,37.1146,-97.2376,Wind,626.713,KS
1.7,43.9803,-95.7672,Solar,2.724,MN
94.5,36.6403,-99.5006,Wind,289.642,OK
11.4,44.2981,-94.7252,Oil,-0.005,MN
18,43.2939,-122.4728,Hydro,75.625,OR
13.5,42.1225,-83.185,Oil,-0.034,MI
25,33.5682,-86.7987,Gas,23.7262,AL
12.1,39.5804,-121.1195,Hydro,34.916,CA
1.2,43.9599,-84.336,Hydro,3.629,MI
242,32.9842,-83.8464,Gas,195.729,GA
15,44.4695,-71.1781,Hydro,93.867,NH
1.5,43.9921,-72.1282,Hydro,3.316,VT
5.3,42.3125,-72.6394,Gas,0,MA
38.1,48.9595,-116.5574,Hydro,89.332,ID
1.7,37.9955,-76.0389,Oil,0.059,MD
547.5,37.0413,-79.5356,Hydro,-34.315,VA
1.8,35.4883,-78.3198,Solar,3.604,NC
28.5,34.7463,-78.8073,Oil,0.101,NC
9.2,35.2683,-77.6592,Oil,1.63072,NC
2.8,35.6943,-77.9192,Oil,0.343,NC
100.8,38.8799,-98.1602,Wind,373.187,KS
148.5,38.8927,-98.1689,Wind,531.88,KS
1.2,40.5449,-111.5029,Hydro,2.401,UT
19.2,64.5053,-165.4298,Oil,31.847,
78.2,58.1415,-133.737,Hydro,273.037,AK
5,32.5747,-94.3739,Waste,12.074,TX
12.8,47.5401,-121.837,Hydro,53.051,WA
38.7,47.5445,-121.8414,Hydro,152.538,WA
5.2,35.8627,-79.4235,Solar,9.069,NC
2,35.4442,-77.6494,Solar,3.756,NC
1.8,40.5834,-111.6539,Gas,0.014,UT
5,37.5736,-79.3715,Hydro,14.567,VA
63,32.7393,-100.7389,Wind,170.88,TX
5,36.0528,-77.7625,Solar,8.833,NC
5,36.443,-76.581,Solar,9.621,NC
2,39.436,-76.22,Solar,2.187,MD
14.5,42.6446,-111.6967,Hydro,17.769,ID
26.1,39.557,-118.8383,Geothermal,70.003,NV
11,43.3061,-122.5014,Hydro,61.093,OR
16,43.9206,-75.2433,Hydro,33.67,NY
20,32.8033,-115.5464,Solar,51.276,CA
280,32.9223,-112.9559,Solar,643.67,AZ
2.8,38.2494,-122.0394,Gas,9.942,CA
228.2,38.1164,-121.769,Wind,562.352,CA
155.1,33.08,-115.47,Solar,418.43,CA
18,31.25,-81.433,Solar,0,GA
1.6,29.7004,-82.3378,Solar,2.756,FL
1,33.9852,-117.7008,Solar,0.899,CA
1,34.0943,-117.4001,Solar,1.16,CA
2.5,34.0863,-117.2306,Solar,3.967,CA
2,34.0414,-117.5731,Solar,3.912,CA
2.5,34.0861,-117.2275,Solar,3.995,CA
2,34.0419,-117.565,Solar,3.58,CA
1,34.0428,-117.5717,Solar,1.605,CA
1.5,34.075,-117.5169,Solar,2.394,CA
3.5,34.0758,-117.2414,Solar,6.247,CA
0.5,34.0422,-117.5617,Solar,0,CA
3.5,34.0835,-117.2356,Solar,6.178,CA
3.5,34.0792,-117.5167,Solar,4.264,CA
1.5,34.0856,-117.2336,Solar,2.383,CA
3.5,34.0728,-117.5033,Solar,5.257,CA
1.5,34.0833,-117.5164,Solar,2.16,CA
2,34.08,-117.2114,Solar,2.8,CA
2.5,34.0808,-117.5203,Solar,4.516,CA
6,34.1312,-117.4253,Solar,10.271,CA
2,34.1311,-117.4217,Solar,3.188,CA
3.5,34.0942,-117.2742,Solar,5.543,CA
1.5,34.0317,-117.5719,Solar,2.443,CA
1,34.0325,-117.5692,Solar,1.507,CA
5,36.0281,-119.0747,Solar,8.781,CA
8,33.8392,-117.2208,Solar,12.289,CA
5,34.0811,-117.2281,Solar,6.954,CA
318,34.8181,-118.4036,Solar,679.158,CA
279,34.8486,-118.3528,Solar,767.848,CA
54,34.839,-118.3868,Solar,15.42798,CA
9.5,34.5119,-117.9228,Solar,0.913,CA
2,38.5164,-121.4753,Solar,3.886,CA
1.5,40.4015,-74.6697,Solar,2.942,NJ
6.5,36.425,-77.064,Solar,9.472,NC
50,60.4994,-150.9972,Gas,39.612,AK
1.9,44.2364,-96.2331,Wind,6.485,MN
12,61.0828,-146.3033,Hydro,54.85,AK
8,46.359,-91.8236,Oil,0,WI
5,35.2431,-78.3869,Solar,9.35,NC
5,34.5,-78.6892,Solar,9.445,NC
5,35.2193,-78.6733,Solar,10.3,NC
85,34.6557,-118.2982,Solar,3.104,CA
51.3,47.5446,-95.1297,Gas,39.509,MN
5,41.955,-72.4458,Solar,10.37,CT
655.1,43.3589,-78.6047,Coal,627.632005,NY
107.1,44.7035,-69.6474,Biomass,507.820998,ME
1.3,43.2511,-70.8408,Hydro,2.625,NH
5,35.4372,-77.8336,Solar,10.007,NC
5,35.6567,-81.1836,Solar,0.206,NC
40.5,34.3853,-80.0678,Coal,150.851,SC
78,38.7903,-122.7559,Geothermal,242.482,CA
3.2,38.3017,-122.7489,Waste,15.849,CA
3.2,38.3017,-122.7489,Waste,15.46,CA
1.4,38.4667,-122.7234,Gas,4.663,CA
1.5,37.8898,-120.5287,Solar,3.79,CA
1138,36.4531,-97.0528,Coal,4073.448008,OK
4.5,35.305,-81.6969,Solar,5.19,NC
3.5,36.25,-78.25,Solar,5.711,NC
6.7,40.3954,-121.8792,Hydro,20.39,CA
1.6,34.2902,-77.9757,Solar,3.121,NC
1.5,32.5433,-117.0678,Biomass,5.561,CA
94.2,35.4386,-119.7075,Gas,428.921,CA
21.6,42.2913,-73.9865,Oil,0.06,NY
1.3,39.7815,-75.5484,Solar,1.33155,DE
4,38.4833,-107.755,Hydro,15.317,CO
3.5,38.4703,-107.7714,Hydro,13.36,CO
50.4,39.7513,-79.7271,Wind,109.193,PA
21,44.5133,-74.8831,Hydro,69.985,NY
3.6,32.4119,-84.9761,Biomass,0,GA
1.4,33.4665,-111.7811,Hydro,0,AZ
40.5,44.5492,-99.5,Wind,137.68,SD
8,25.5498,-80.3363,Biomass,19.752,FL
2,45.2063,-109.1652,Hydro,6.242,MT
4,44.2678,-75.1961,Hydro,11.354,NY
11.5,29.6383,-82.34,Gas,0,FL
381.6,43.7353,-88.4967,Gas,17.399,WI
2,55.5633,-132.8911,Hydro,5.322,AK
16.8,47.6992,-121.7833,Hydro,52.101,WA
13,43.5873,-95.3751,Wind,3.448,MN
8,42.4937,-114.3102,Hydro,26.754,ID
6.6,44.5331,-95.1122,Oil,0.272,MN
5.5,30.8625,-83.2894,Oil,0,GA
13.8,43.3044,-73.6399,Hydro,59.404,NY
11.5,40.9,-72.382,Oil,1.634,NY
351,38.6803,-94.4824,Gas,4.655,MO
38.5,36.5232,-82.0902,Hydro,108.628,TN
290,45.7063,-120.08,Wind,585.383,WA
3.2,42.7814,-85.6728,Waste,23.886,MI
5,36.057,-78.308,Solar,2.016,NC
15.8,41.9092,-89.0504,Oil,1.502,IL
167.2,41.7495,-72.6524,Oil,1.295,CT
2.9,38.3111,-113.0536,Solar,7.304,UT
1240,42.8457,-87.8294,Coal,0,WI
1,40.6853,-73.4258,Gas,6.14,NY
300,34.197,-101.3815,Wind,672.154,TX
200,34.0806,-101.3236,Wind,818.301,TX
12,42.7317,-92.4711,Oil,0.048,IA
708,34.8678,-114.5317,Gas,100.404,AZ
5,34.5611,-79.281,Solar,8.847,NC
2.3,42.4585,-96.4397,Solar,0,NE
3.6,42.7114,-91.5469,Oil,0.016,IA
2708.6,28.795,-96.0481,Nuclear,21694.303,TX
101.2,32.4081,-100.1286,Wind,338.265,TX
10,34.9861,-106.7361,Solar,24.725,NM
5.2,36.0288,-80.302,Solar,9.444,NC
71.1,36.6525,-76.9953,Waste,0,VA
1.6,42.1044,-72.0325,Waste,10.013,MA
3,42.0474,-71.9929,Solar,4.251,MA
1.9,42.0909,-72.0117,Solar,2.747,MA
203.9,61.1674,-149.9053,Gas,871.99,AK
4.8,41.8086,-86.3239,Waste,22.138,MI
407.2,41.7181,-87.5449,Gas,39.778,IL
30.8,35.4206,-118.9644,Gas,137.714,CA
35.6,33.7592,-118.2399,Waste,159.898,CA
13,44.9808,-93.2497,Gas,11.132,MN
5,36.2656,-78.3678,Solar,0.54,NC
7.5,44.7964,-95.1798,Coal,0,MN
3,41.8378,-71.0913,Solar,5.021,MA
14,41.1059,-72.3761,Oil,0.669,NY
6.6,35.0161,-106.6697,Gas,36.51186,NM
74.4,39.9144,-75.135,Oil,2.072,PA
658,35.1009,-98.3524,Gas,0,OK
17.2,38.6276,-90.1934,Oil,0.02,MO
99.6,31.3869,-84.08,Gas,0,GA
10,28.4586,-80.6811,Solar,18.3,FL
2.1,41.6814,-98.3676,Oil,0.141,NE
3.6,40.08,-111.6048,Hydro,4.915,UT
18.9,40.0714,-111.5822,Wind,48.248,UT
1.9,44.2358,-96.2383,Wind,6.136,MN
4.3,35.1103,-81.9675,Oil,1.951,SC
7,39.3246,-120.6448,Hydro,16.756,CA
3.7,39.3246,-120.6454,Hydro,0.948,CA
6.6,39.3377,-120.6355,Hydro,17.352,CA
4,44.4783,-103.8547,Hydro,2.194,SD
148.5,37.8641,-99.7528,Wind,408.557,KS
108,37.8511,-99.8381,Wind,407.407,KS
30,36.23,-114.87,Solar,81.849,NV
126.5,33.1975,-97.1061,Gas,0,TX
23.8,43.1446,-95.1443,Oil,0.055,IA
2.4,42.8093,-98.6563,Hydro,11.523,NE
5.9,38.3914,-120.0008,Hydro,11.47,CA
5,35.3025,-79.7017,Solar,8.8,NC
56,43.2339,-73.7556,Hydro,169.748,NY
2,33.4538,-80.164,Hydro,15.709,SC
420,40.0922,-104.8878,Gas,0,CO
161,35.2769,-102.6828,Wind,611.912,TX
194,35.295,-102.7211,Wind,814.372,TX
161,35.2375,-102.2031,Wind,686.636,TX
40,47.3333,-110.6392,Wind,130.661,MT
135,42.8977,-96.9905,Oil,0.784,SD
4.5,44.5127,-109.1299,Hydro,16.839,WY
106.2,46.9264,-98.4997,Coal,228.724002,ND
26,47.6263,-117.5042,Waste,122.486,WA
1.2,42.5014,-120.9894,Hydro,3.788,OR
8.9,32.9111,-115.5681,Gas,0,CA
60,40.983,-102.9647,Wind,202.556,CO
62.6,40.9642,-103.0772,Wind,258.507,CO
180,40.6281,-122.4675,Hydro,193.724,CA
338,35.7422,-97.655,Gas,25.662,OK
6,38.1865,-120.1117,Hydro,34.819,CA
1.9,42.419,-72.1807,Solar,3.205,MA
3.8,40.1839,-75.2342,Gas,23.445,PA
7.1,43.6873,-92.3894,Oil,0.3332,MN
150,39.1042,-114.4922,Wind,343.865,NV
105,35.2492,-117.9553,Solar,125.68,CA
155,35.25,-117.9768,Solar,79.192,CA
87.6,40.5467,-79.7683,Gas,0,PA
1,36.3981,-104.5942,Solar,2.581,NM
1779.2,34.3186,-109.1639,Coal,9147.058987,AZ
2.7,37.4028,-102.6217,Oil,0,CO
9,44.2395,-94.9763,Oil,0.023,MN
20,43.4429,-72.056,Waste,139.436,NH
4.9,37.2464,-93.1664,Solar,8.9,MO
1.5,39.8939,-83.8056,Solar,2.392,OH
4.8,30.9283,-85.4261,Waste,28.573,FL
40,33.9308,-117.2933,Gas,0.001,CA
3,42.8258,-99.7775,Wind,10.692,NE
1,34.2253,-119.0858,Hydro,1.167,CA
229.6,37.4556,-77.4308,Coal,134.978,VA
20,44.4156,-70.5598,Wind,67.647,ME
3.2,44.8158,-94.2489,Waste,26.56,MN
1.5,46.5565,-68.3255,Hydro,0.826,ME
61.2,44.905,-93.8208,Oil,0.639,MN
1402.2,42.7642,-82.4719,Coal,0,MI
23.2,45.4117,-92.6469,Hydro,149.207,WI
5.1,39.7709,-101.8101,Oil,0,KS
506.6,36.5852,-90.1779,Gas,774.209,MO
12.5,30.7108,-91.3236,Biomass,112.141912,LA
14,37.1137,-113.5689,Oil,0.037,UT
12,43.9882,-94.6156,Oil,0.083,MN
5,37.9953,-98.7602,Oil,0.008,KS
1358,30.4308,-81.5508,Coal,4935.41901,FL
1.6,39.6744,-94.7761,Waste,11.394,MO
1.7,27.9828,-82.4919,Gas,8.669,FL
7.1,43.4019,-84.6014,Oil,0.8,MI
2160,27.3486,-80.2464,Nuclear,15586.562,FL
25,40.5458,-84.3889,Oil,0,OH
6.5,62.0515,-163.1726,Oil,2.98,
99.2,40.8222,-76.1736,Coal,656.968998,PA
37,44.9429,-93.0966,Waste,0,MN
84,33.4261,-79.93,Hydro,179.304,SC
2,44.7878,-73.0886,Solar,3.064,VT
8.8,43.9742,-92.0597,Oil,0.102,MN
4.1,44.4611,-93.1808,Oil,0.071,MN
1.6,44.4622,-93.1928,Wind,2.961,MN
3.2,44.88,-93.21,Solar,3.185,MN
2.5,37.9561,-98.5993,Oil,0.003,KS
4,43.6194,-72.9503,Storage,0,VT
2,41.964,-72.309,Solar,2.47203,CT
5,36.4147,-78.4597,Solar,8.856,NC
1.7,44.0256,-96.4303,Wind,5.168,MN
5,36.3953,-78.3283,Solar,2.126,NC
1,40.6236,-111.7533,Hydro,4.544,UT
3.6,39.4704,-120.1046,Hydro,4.982,CA
4.3,40.2127,-94.5424,Gas,0,MO
13.7,30.4736,-87.2361,Gas,0.061,FL
81.9,38.139,-120.3703,Hydro,402.166,CA
1262,28.4822,-81.1678,Coal,0,FL
120,32.2353,-101.8367,Wind,373.704,TX
1.1,33.8817,-118.0175,Solar,0.885,CA
98.7,45.51,-120.48,Wind,224.27,OR
5,36.08,-78.8239,Solar,6.067,NC
1.1,34.0937,-117.551,Gas,7.018,CA
26,44.4553,-74.7614,Hydro,80.566,NY
18,40.6492,-73.8792,Gas,69.242,NY
1.7,45.2207,-96.6168,Oil,0.01372,SD
6.3,42.0167,-93.1633,Oil,0.158,IA
5.1,40.4535,-88.9605,Oil,0.081,IL
10.8,32.9192,-96.9894,Oil,0.401,TX
10.8,34.086,-84.245,Oil,0,GA
690.5,37.0659,-94.614,Gas,2308.602,KS
1.4,42.2008,-72.3222,Solar,1.734,MA
299.5,35.6,-115.4,Solar,547.804,NV
1.8,35.7985,-80.9427,Oil,-0.047,NC
2.2,35.7972,-80.8542,Oil,-0.048,NC
43,39.1067,-94.3804,Gas,5.87,MO
38,39.056,-94.393,Oil,0.593,MO
2.4,39.3939,-119.7537,Geothermal,0,NV
21.8,39.37,-119.7669,Geothermal,90.236,NV
18.2,39.3956,-119.7468,Geothermal,64.067,NV
18.2,39.3944,-119.7475,Geothermal,70.857,NV
2,63.521,-162.2863,Oil,0,
2.3,45.068,-123.47,Solar,2.963,OR
2,42.8128,-78.8453,Solar,4.992,NY
15,42.8072,-78.8617,Wind,38.311,NY
20,42.8167,-78.8675,Wind,58.717,NY
74.8,40.0489,-96.9522,Wind,318.81,NE
376,32.9264,-101.6478,Wind,1363.879,TX
20,42.5565,-73.3775,Storage,27.806,NY
10.3,38.2143,-98.2071,Oil,0.047,KS
1.6,40.6316,-103.1947,Solar,3.7917,CO
65.3,43.0803,-75.601,Gas,11.631,NY
226.3,32.7047,-92.0792,Gas,0,LA
1.3,41.0675,-72.4403,Solar,2.08,NY
2,42.4029,-72.1027,Solar,3.299,MA
57,45.4822,-67.9944,Wind,141.763,ME
25.5,45.615,-67.971,Wind,57.056,ME
1,45.585,-95.9042,Oil,0.03,MN
17.6,33.5626,-82.0512,Hydro,57.309,GA
2.1,43.4461,-71.6444,Hydro,0.658,NH
4.8,44.5153,-89.585,Hydro,34.435,WI
7.6,44.3528,-89.5836,Gas,11.989,WI
30.5,41.3833,-73.1714,Hydro,50.136,CT
13,33.5661,-111.536,Hydro,27.419,AZ
38.5,43.2978,-73.8853,Hydro,100.142,NY
5,35.9022,-81.1061,Solar,9.971,NC
1,44.8747,-88.1586,Hydro,6.309,WI
2.4,44.9127,-68.6838,Hydro,11.455,ME
56.4,36.1619,-97.0369,Gas,32.831,OK
69.2,39.5475,-118.5556,Geothermal,176.671,NV
3.4,42.9375,-73.6544,Hydro,13.255,NY
1.8,44.9094,-68.6833,Hydro,10.667,ME
1.8,43.8974,-75.04,Hydro,5.367,NY
2,36.2039,-97.0739,Oil,0.007,OK
2.5,29.7614,-93.6086,Gas,0.01078,LA
126.5,24.5633,-81.7342,Oil,1.336,FL
6,39.4362,-99.2779,Gas,-0.13,KS
1.4,39.4884,-74.5353,Solar,1.357,NJ
54,37.9436,-121.3304,Waste,0,CA
52,37.6936,-93.7691,Hydro,92.927,MO
2.8,48.3877,-114.2409,Waste,20.15,MT
12,45.0811,-121.8866,Hydro,50.46723,OR
2,42.0591,-71.0892,Solar,3.371,MA
5,34.5831,-79.0318,Solar,3.149,NC
60,44.19,-85.2983,Wind,145.459,MI
534.6,42.1978,-72.5106,Oil,109.645,MA
47,40.9168,-73.1291,Gas,0,NY
52.5,40.0311,-78.8153,Wind,143.141,PA
94.4,42.7676,-78.4158,Wind,265.035,NY
5,39.5869,-122.5332,Hydro,8.729,CA
113.9,42.6878,-95.405,Wind,222.302,IA
80.2,42.8417,-95.405,Wind,154.29,IA
1.9,35.6569,-105.1839,Solar,3.402,NM
13.9,42.1861,-93.6005,Oil,0.155,IA
1.5,42.2081,-93.5994,Wind,5.813,IA
5,36.0792,-79.1997,Solar,6.61,NC
2,42.4369,-71.5061,Solar,3.223,MA
20,45.7669,-84.7566,Gas,0.153,MI
1,38.6435,-121.5055,Solar,1.652,CA
1.5,42.9051,-110.8934,Hydro,10.157,WY
300,40.9969,-88.49,Wind,752.101,IL
51.5,42.5267,-92.4394,Gas,0,IA
1,39.4326,-105.1263,Hydro,3.368,CO
20,36.5314,-120.1069,Solar,38.539,CA
19,41.5014,-84.4283,Oil,0.075,OH
713.4,31.9398,-94.9898,Gas,129.875,TX
2.8,41.5039,-94.3172,Oil,0.009,IA
1.9,42.5994,-99.1437,Oil,0.008,NE
14.4,41.8482,-74.0467,Hydro,32.143,NY
6,41.7992,-85.4256,Gas,0.102,MI
6,42.3514,-73.7339,Hydro,9.564,NY
3.6,39.7503,-92.5,Oil,0,MO
7.2,39.7614,-92.4533,Oil,0,MO
4.4,38.3689,-122.7658,Biomass,11.057,CA
2,33.4402,-80.8417,Gas,-0.035,SC
5.6,39.9124,-82.245,Waste,30.389,OH
1.3,42.3639,-71.385,Solar,2.041,MA
2,43.833,-73.192,Solar,2.105,VT
1,35.3133,-106.6578,Solar,2.265,NM
3.2,36.7589,-76.4961,Waste,21.468,VA
619.4,39.3931,-87.5108,Gas,3835.26,IN
4,44.6422,-74.9765,Hydro,24.373,NY
5,36.4378,-76.5978,Solar,9.239,NC
2.5,39.2527,-106.3748,Hydro,5.612,CO
15.4,45.354,-122.619,Hydro,103.004,OR
25.4,39.5967,-88.6119,Oil,0.165,IL
2,41.7966,-74.7081,Solar,0,NY
1.5,41.655,-70.9564,Solar,2.279,MA
5.2,39.132,-87.4138,Solar,2.496,IN
20,32.0628,-109.9193,Solar,4.656,AZ
125.5,48.9905,-122.2733,Gas,394.995,WA
92,47.5025,-119.2917,Hydro,380.05,WA
6.5,34.7231,-118.2897,Solar,16.543,CA
1.5,34.7231,-118.2897,Solar,3.751,CA
1.5,34.7231,-118.2897,Solar,3.82,CA
1.5,34.7231,-118.2897,Solar,3.841,CA
1,34.7231,-118.2897,Solar,2.328,CA
20,34.7147,-118.311,Solar,23.385,CA
1.9,40.5003,-74.3536,Solar,2.563,NJ
60,36.4765,-76.136,Solar,4.58,NC
84.8,41.1136,-94.3472,Gas,13.931,IA
13.2,41.1431,-81.3408,Gas,0,OH
1,39.9873,-74.8018,Solar,1.587,NJ
5.6,42.8464,-92.0978,Oil,0.066,IA
340,42.167,-83.5318,Gas,339.136,MI
12,42.1057,-83.4988,Waste,5.938,MI
20,35.9831,-120.1103,Solar,41.95,CA
5,36.432,-77.9703,Solar,8.891,NC
1.5,37.0576,-120.6536,Solar,3.954,CA
222,36.1375,-115.0339,Gas,0,NV
1.9,44.4289,-96.4358,Wind,5.27,MN
2.4,33.7625,-84.3872,Oil,0.03136,GA
8.2,37.6903,-105.8805,Solar,2.636,CO
10,29.245,-98.4183,Solar,19.343,TX
10,29.245,-98.4183,Solar,19.235,TX
10.6,29.2219,-98.6692,Solar,21.103,TX
10,32.0344,-106.341,Solar,14.41,NM
12,32.2517,-106.9133,Solar,32.05,NM
1,34.0353,-117.5341,Solar,1.734,CA
1,38.2321,-122.0927,Solar,2.642,CA
1,33.5673,-114.918,Solar,3.722,CA
1.2,34.2867,-77.9814,Solar,1.216,NC
1,34.2089,-119.13,Solar,1.839,CA
1,33.8672,-117.23,Solar,0.941,CA
1,34.5975,-117.2,Solar,2.398,CA
3,36.125,-77.4091,Solar,6.336,NC
1.8,43.79,-72.49,Solar,1.769,VT
52.7,40.8361,-76.825,Oil,0,PA
605,32.9285,-111.5899,Gas,234.372,AZ
5,35.5581,-78.7358,Solar,9.906,NC
104,46.8376,-102.0746,Wind,62.53,ND
58.1,39.5472,-110.3917,Coal,400.975998,UT
1.5,39.415,-107.1572,Solar,3.13,CO
1.6,37.4194,-122.0153,Waste,9.855,CA
49.5,35.9454,-101.9005,Wind,186.976,TX
5,45.475,-92.8911,Solar,0,MN
605.4,35.2097,-119.585,Gas,3517.95,CA
1.3,43.5811,-95.78,Wind,1.457,MN
4.5,37.7509,-122.4818,Solar,6.879,CA
23,34.3357,-118.5192,Waste,130.194,CA
64,42.2639,-83.6422,Oil,-0.053,MI
1.4,46.5646,-90.4161,Hydro,13.819,WI
6.4,32.0303,-81.2722,Waste,38.287,GA
1695,37.1661,-76.6986,Nuclear,14610.518,VA
636,39.0531,-121.6959,Gas,0,CA
5,40.9281,-72.7711,Solar,9.499,NY
1.9,42.1024,-71.6977,Solar,0.162,MA
183.6,30.3764,-83.1806,Gas,475.125,FL
4.2,35.75,-102.28,Wind,16.678,TX
8.4,57.7756,-152.4803,Oil,0,AK
25,43.2435,-116.3791,Hydro,112.684,ID
22.6,55.6152,-131.3561,Hydro,71.246,AK
4.3,47.1392,-120.7531,Wind,11.178,WA
41.9,32.2925,-88.7461,Gas,20.985,MS
572,29.0728,-95.745,Gas,3043.54604,TX
5,35.4583,-79.1811,Solar,10.002,NC
37.5,32.3606,-100.3389,Wind,114.33,TX
98.8,32.3472,-100.3703,Wind,297.092,TX
135,32.2908,-100.4219,Wind,420.763,TX
241,32.3122,-100.5303,Wind,690.042,TX
80.5,32.2369,-100.4833,Wind,238.264,TX
240,46.0608,-122.2017,Hydro,761.592,WA
1.7,42.7284,-110.9166,Hydro,7.393,WY
21,30.4522,-82.8644,Other,56,FL
6.8,41.5717,-74.7828,Hydro,5.942,NY
157.6,41.6722,-93.6769,Gas,7.6,IA
41.6,43.1133,-89.3128,Gas,0,WI
300,35.4526,-118.9853,Gas,1362.44,CA
5.4,32.8577,-117.0288,Waste,20.668,CA
116,47.5306,-92.1619,Gas,0,MN
1.8,46.305,-94.3775,Hydro,11.457,MN
141,31.9821,-89.4127,Gas,179.094,MS
21.9,37.1808,-101.3867,Gas,0,KS
3.9,41.7689,-70.7865,Solar,0.45,MA
4.8,42.2228,-72.3095,Solar,8.274,MA
1.4,42.8289,-78.055,Biomass,3.722,NY
4,40.6756,-96.1778,Gas,-0.411,NE
99.3,42.7178,-84.4836,Gas,311.608724,MI
1189.9,29.9417,-95.5306,Gas,490.796,TX
100.8,30.2554,-92.0433,Gas,12.352,LA
20,34.6892,-118.3247,Solar,62.028,CA
20,34.7089,-118.3047,Solar,55.872,CA
48,29.7035,-95.3983,Gas,55.607,TX
70,44.2173,-86.2891,Coal,506.326003,MI
2,43.9897,-96.2236,Wind,0.202,MN
57.4,33.7684,-118.2141,Gas,379.218,CA
1.6,27.9658,-82.5328,Solar,3.175,FL
25.7,70.2353,-148.3836,Gas,72.702,
7.8,70.2,-148.4667,Gas,0,
2.4,29.5481,-97.9996,Hydro,12.705,TX
28.7,35.05,-118.2572,Wind,58.94,CA
40.5,41.8646,-97.9612,Wind,162.132,NE
242,40.7461,-116.5297,Coal,890.721999,NV
903.9,34.9939,-90.0378,Gas,4909.824,TN
4.5,35.5017,-77.1056,Solar,6.998,NC
4,35.1543,-77.1343,Solar,1.74,NC
200,34.7481,-102.1744,Wind,740.386,TX
299.7,34.72,-102.2533,Wind,993.831,TX
200,36.597,-93.3086,Hydro,471.456,MO
4.6,37.5237,-107.7828,Hydro,4.005,CO
168,47.5314,-90.9114,Coal,0,MN
25,47.5747,-92.5917,Wind,47.148,MN
12.4,35.1133,-119.4706,Gas,78.978,CA
894.2,29.9888,-90.4599,Gas,5810.848939,LA
1.6,41.5725,-72.0458,Hydro,3.394,CT
1,33.7672,-117.0175,Solar,1.711,CA
376,39.7277,-84.2095,Gas,411.113998,OH
3,34.4383,-119.9397,Waste,24.829,CA
726,32.5892,-84.6917,Gas,676.284998,GA
1.1,44.3083,-75.3083,Hydro,2.682,NY
64,40.6084,-75.456,Oil,0.185,PA
